,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
58,Rice with beans,Sliced potato soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with perilla leaves in vinegar marinade,Young radish kimchi,S homestyle blueberry banana milk,S black sesame soy milk (150ml),Steamed sweet potato rice,Napa cabbage soup(clear),Stir-fried zucchini with bean powder,Steamed tofu,Water kimchi,S sujebi,S soft tofu salad (oriental dressing),Steamed pearl barley rice (30),Potato zucchini soup,Seasoned salad with winter cabbage,Stir-fried chicken breast with three-color paprika,Radish watery kimchi
59,Japanese style beef over rice (kyudon),Seaweed mandu (dumpling) soup,Seasoned salad with spicy bean sprout,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi,S walnut veggie porridge,S rice-based beverage,Steamed corn rice (30),Zucchini salted shrimp soup,Steamed aubergine in sauce,Radish watery kimchi,Perilla leaf kimchi,S raisin potato bowl,S sweet potato shake,Steamed sweet rice,Carrot soup,Daikon and pear salad,Steamed aubergine with marinade sauce,Radish kimchi cubes
60,Rice with beans,Beef brisket soy paste soup,Seasoned salad with chwinamul in soy paste,Seasoned shepherd's purse,Cucumber kimchi,S mini udon (white wheat noodles),S soft tofu salad (oriental dressing),Soy-based shrimp rice bowl,Veggie soup,Braised chicken with potato and sweet potato,Stir-fried potato and fried fish paste,Water kimchi,S orange juice (sugar-free),S homestyle blueberry milk,Steamed mixed-grain rice (30),Old pumpkin soup,Stir-fried jukkumi and,Deep-fried brown kelp(sweet rice),Pickled beet
61,Steamed chestnut red bean sweet rice,Pork back-bone stew,Braised sweet potato and quail eggs,Stir-fried webfoot octopus and vegetables,Ponytail radish kimchi,S milk (200ml),S sweet pumpkin rice punch,Stir-fried rice with aubergine and vegetables,Potato soup,Stir-fried summer radish,Pan-fried seafood and kimchi,Young radish water kimchi,S apple (35g),S bokchoy porridge,Steamed chestnut bean rice (30),Bean powder summer radish soy paste soup,Stir-fried chicken and cabbage,Seasoned salad with winter celery in vinegar marinade,Green onion kimchi
62,Steamed red bean rice (30),Oyster mushroom soup(clear),Steamed aubergine in sauce,Seasoned salad with spicy bean sprout,Radish kimchi cubes,S soft tofu salad (oriental dressing),S rice-based beverage,Pork and cabbage over rice,Mandu (dumpling) unpressed tofu stew,Stir-fried dried shrimp and zucchini,Roasted aubergine,Young radish kimchi,S sweet pumpkin cream risotto,S sweet potato shake,Steamed pearl barley rice,Tofu shabu-shabu,Seasoned salad with sweet potato stem in soy paste,Steamed aubergine with marinade sauce,Water kimchi
63,Steamed sorghum rice (30),Mandu (dumpling) soup,Pan-fried clam and broccoli,Seasoned salad with bellflower root,Pickled cucumber,S homestyle banana milk,S beef burdock porridge,Steamed sweet rice (add),Assorted mushroom stew,Steamed fish and zucchini,Seasoned oyster mushroom,Young radish water kimchi,S raisin potato bowl,S misugaru (mixed grain powder),Beef rice ball with seaweed flakes,Oyster mushroom soup,Stir-fried shrimp in ketchup,Stir-fried zucchini and dried shrimp,Cucumber kimchi
64,Steamed chestnut rice (40),Mushroom stew,Pan-fried mushroom,Stir-fried chicken in soy sauce without bones,Radish kimchi cubes,S banana shake,S cream risotto,Steamed mung bean rice,Shredded radish onion soup,Stir-fried soft crab and vegetables,Stir-fried zucchini,Ponytail radish kimchi,S tomato juice,S cucumber carrot stick,Shrimp cream spaghetti,empty,Dried radish,Stir-fried potato and fried fish paste,Pickled beet
65,Steamed sweet rice,Oyster mushroom soup,Stir-fried jukkumi and vegetables in soy sauce,Daikon and pear salad,Young radish water kimchi,S homestyle banana milk,S rice-based beverage,Pork and cabbage over rice,Oyster mushroom soup(clear),Braised burdock slices and konjac,Pan-fried seafood(+shrimp) and chive,Water kimchi,S sesame milk soup,S raisin potato bowl,Steamed corn rice (30),Mandu (dumpling) chicken stew,Beans cooked in soy sauce,empty,Young radish kimchi
66,Steamed red bean rice (30),Octopus soup,(chilli powder-free) seasoned salad with chive and apple,Steamed aubergine in sauce,Pickled beet,S beef onion porridge,S rice punch,Stir-fried rice with white kimchi,Tofu shabu-shabu,Seasoned salad with sweet potato stem in soy paste,Stir-fried dried shrimp and zucchini,Radish kimchi cubes,S sweet potato salad (mayonnaise),S sweet potato shake,Steamed pearl barley rice,Short rib beef soup(plate),Pan-fried potato with perilla leaves,Steamed aubergine with marinade sauce,Seasoned salad with pickled daikon
67,Steamed sorghum rice (30),Assorted mushroom stew,Pan-fried dried shrimp and curled mallow,Braised burdock slices and konjac,Sweet radish kimchi,S tomato juice,S beef burdock porridge,Steamed sweet rice (add),Anchovy soy paste soup,Vegetable croquette,Seasoned salad with egg plant,Ponytail radish kimchi,S homestyle banana milk,S soft tofu salad (oriental dressing),Beef and aubergine over rice,Mini-rice cake seaweed soup,Seasoned salad with bellflower root,empty,Young radish water kimchi
68,Steamed corn rice (30),Tofu shabu-shabu,Seasoned salad with spicy bean sprout,Seasoned salad with sweet potato stem in soy paste,Perilla leaf kimchi,S sweet potato shake,S rice-based beverage,Steamed pearl barley rice,Mandu (dumpling) chicken stew,Seasoned salad with sweet potato stem in soy paste,Pan-fried seafood(+shrimp) and chive,Radish kimchi cubes,S potato yoghurt salad,empty,Japanese style beef over rice (kyudon),Seaweed mandu (dumpling) soup,Seasoned oyster mushroom,Lettuce salad (kiwi dressing),Young radish kimchi
69,Steamed chestnut bean rice (30),Mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Daikon and pear salad,Ponytail radish kimchi,S soft tofu salad (oriental dressing),S sweet pumpkin rice punch,Pork and cabbage over rice,Pork soy sauce stew,Steamed aubergine with marinade sauce,Stir-fried tofu and vegetables in oyster sauce,Water kimchi,S homestyle banana milk,S cream risotto,Steamed sweet rice,Oyster mushroom soup(clear),Seasoned salad with aubergine in marinade sauce,empty,Pickled beet
70,Steamed sweet potato rice (40),Short rib beef soup(plate),Stir-fried zucchini and onion,Braised tofu in ketchup,Sweet napa cabbage watery kimchi,S milk with misugaru (mixed grain powder),S stir-fried rice with burdock and vegetables,Steamed chestnut red bean sweet rice,Shrimp spinach soup,Barbequed beef and burdock,Roasted pork with sweet rice,Pickled korean style daikon,S rice-based beverage,S potato salad,Spicy stir-fried chicken over rice,Zucchini soup(clear),Steamed seafood and sweet pumpkin,Cabbage salad (lemon dressing),Radish kimchi cubes
71,Steamed sweet rice,Oyster mushroom soup,Braised anchovy and sweet napa cabbage,Seasoned salad with spicy bean sprout,Seasoned salad with pickled daikon,S sweet potato shake,S rice punch,Pork and cabbage over rice,Red bean porridge,Seasoned young pumpkin,Stir-fried jukkumi and vegetables in soy sauce,Ponytail radish kimchi,S soft tofu salad (oriental dressing),empty,Steamed corn rice (30),Fried tofu spring onion soup,Korean beef pancake with tofu and vegetables,Stir-fried zucchini,Water kimchi
72,Curried rice with chicken and potato + marinade sauce,Mandu (dumpling) chicken stew,Pan-fried dried shrimp and curled mallow,Roasted aubergine,Young radish water kimchi,S rice-based beverage,S beef seaweed porridge,Steamed sweet rice (add),Oyster mushroom soup(clear),Dried radish,Seasoned salad with aubergine in marinade sauce,Pickled beet,S milk (100ml),S raisin potato bowl,Steamed red bean rice (30),Konjac fried fish paste soup,Steamed aubergine in sauce,Seasoned salad with sweet potato stem in soy paste,Young radish kimchi
73,Steamed corn rice,Oyster mushroom soup,Braised burdock slices and konjac,Seasoned winter mushroom,Radish kimchi cubes,S homestyle blueberry banana milk,S tomato juice,Stir-fried rice with broccoli and vegetables,Young pumpkin soup(clear),Stir-fried beef and bokchoy,Stir-fried zucchini and dried shrimp,Water kimchi,S beef burdock porridge,S soft tofu salad (oriental dressing),Steamed sorghum rice (30),Mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Vegetable croquette,Ponytail radish kimchi
74,Steamed sweet rice (add),Kimchi tofu stew,Seasoned salad with aubergine in marinade sauce,Cream tteokbokki (stir-fried rice cake),Young radish kimchi,S rice-based beverage,S sweet potato mattang (sugar-glazed deep-fried sweet potato wedge),Japanese style beef over rice (kyudon),Spicy zucchini soup,Steamed fish and zucchini,Stir-fried barbequed beef and mushroom,Pickled beet,S raisin potato bowl,S sweet potato shake,Steamed red bean rice (30),Potato seaweed soup,Seasoned salad with sweet potato stem in soy paste,Seasoned salad with bellflower root,Cucumber kimchi
75,Steamed sorghum rice (30),Octopus soup,Seasoned salad with radish and gulf weed,Pan-fried dried shrimp and curled mallow,Ponytail radish kimchi,S soft tofu salad (oriental dressing),S tomato juice,Steamed corn rice,Mini udon with fried tofu,Seasoned oyster mushroom,Stir-fried winter mushroom,Water kimchi,S red bean porridge,S milk (100ml),Beef and aubergine over rice,Assorted mushroom stew,Seasoned winter mushroom and chive,Lotus root and black sesame salad,Young radish water kimchi
76,Japanese style beef over rice (kyudon),Young pumpkin soup(clear),Roasted aubergine,Seasoned salad with sweet potato stem in soy paste,Pickled beet,S tangerine (50g),S beef corn porridge,Steamed sweet rice (30),Mandu (dumpling) soup,Braised black beans and walnut,Roasted potato with butter,Radish kimchi cubes,S walnut milk,S sweet pumpkin rice punch,Steamed sweet rice (add),Oyster mushroom soup,Stir-fried dried shrimp and zucchini,Seasoned salad with aubergine in marinade sauce,Cucumber kimchi
77,Pork and cabbage over rice,Zucchini soup(clear),Stir-fried dried shrimp and zucchini,Pan-fried vegetables with crushed tofu,Radish kimchi cubes,S sweet potato shake,S raisin potato bowl,Steamed chestnut bean rice (30),Tofu shabu-shabu,Steamed aubergine in sauce,Braised pork roll with rice cake in soy sauce,Young radish water kimchi,S soy milk (100ml),S cream sauce spaghetti,Steamed pearl barley rice,Oyster mushroom soup,Seasoned salad with aubergine in marinade sauce,Daikon and pear salad,Pickled beet
78,Steamed sweet rice,Seaweed mandu (dumpling) soup,Stir-fried brown kelp and dried pollack,Dried radish,Water kimchi,S homestyle banana milk,S rice-based beverage,Stir-fried rice with white kimchi,Mandu (dumpling) chicken stew,Seasoned salad with spicy bean sprout,Stir-fried zucchini,Ponytail radish kimchi,S soft tofu salad (oriental dressing),S tofu vagetable porridge,Steamed corn rice (30),Zucchini salted shrimp soup or stew,Pan-fried seafood(+shrimp) and chive,empty,Young radish kimchi
79,Steamed pearl barley rice,Oyster mushroom soup,Fried mandu (dumpling),Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with pickled daikon,S potato salad,S rice punch,Steamed chestnut bean rice (30),Mandu (dumpling) unpressed tofu stew,Daikon and pear salad,Braised burdock slices and konjac,Pickled beet,S sweet potato shake,empty,Stir-fried rice with cherry tomato and shrimp,Zucchini soup(clear),Steamed aubergine in sauce,Stir-fried winter mushroom,Perilla leaf kimchi
80,Spicy stir-fried chicken over rice,Shrimp spinach soup,Dried radish,Roasted pork with sweet rice,Radish kimchi cubes,S hot chocolate,S soft tofu salad (oriental dressing),Steamed sweet potato rice (40),Short rib beef soup(plate),Rolled cabbage omelet,Stir-fried zucchini and onion,Water kimchi,S milk with misugaru (mixed grain powder),S stir-fried rice with burdock and vegetables,Steamed chestnut red bean sweet rice,Oyster tofu soup,Cabbage salad (lemon dressing),Steamed seafood and sweet pumpkin,Sweet napa cabbage watery kimchi
81,Steamed corn rice (30),Oyster mushroom soup,Beans cooked in soy sauce,Steamed aubergine with marinade sauce,Young radish water kimchi,S rice-based beverage,S raisin potato bowl,Pork and cabbage over rice,Mandu (dumpling) chicken stew,Stir-fried boneless pork and kimchi,empty,Ponytail radish kimchi,S homestyle banana milk,S tofu vagetable porridge,Steamed sweet rice,Seaweed mandu (dumpling) soup,Seasoned salad with spicy bean sprout,empty,Young radish kimchi
82,Steamed pearl barley rice (30),Mandu (dumpling) unpressed tofu stew,Stir-fried winter mushroom,Seasoned bellflower root,Radish kimchi cubes,S soft tofu salad (oriental dressing),S milk (100ml),Stir-fried rice with broccoli and vegetables,Zucchini tofu salted shrimp soup,Seasoned salad with thred konjac and vegetables in soy sauce,Stir-fried dried shrimp and zucchini,Pickled beet,S beef burdock porridge,S tomato juice,Steamed brown sweet rice,Mini-rice cake seaweed soup,Pan-fried potato and lotus root,Seasoned salad with dried cuttlefish and dried radish,Water kimchi
83,Beef vegetable fried rice,Tofu stew,Stir-fried tofu and vegetables in oyster sauce,Steamed aubergine in sauce,Radish kimchi cubes,S homestyle banana milk,S red bean porridge,Steamed corn rice (30),Konjac fried fish paste soup,Stir-fried zucchini,Stir-fried jukkumi and vegetables in soy sauce,Water kimchi,S raisin potato bowl,S omija ice cream,Steamed sweet rice,River snail soy paste soup,Seasoned salad with spicy bean sprout,empty,Pickled beet
84,Steamed sweet rice (add),Potato zucchini soup,Daikon and pear salad,Braised tofu and dried shrimp,Pickled cucumber,S soft tofu salad (oriental dressing),S homestyle blueberry milk,Pork and cabbage over rice,Tofu shabu-shabu,Pan-fried winter mushroom with eggs,Seasoned salad with sweet potato stem in soy paste,Cucumber kimchi,S rice-based beverage,S aglio e olio spaghetti,Steamed chestnut red bean sweet rice (30),Sliced potato soup,Steamed aubergine with marinade sauce,empty,Ponytail radish kimchi
85,Steamed sweet rice,Seaweed mandu (dumpling) soup,Stir-fried zucchini,Beans cooked in soy sauce,Young radish water kimchi,S rice punch,S cream sauce spaghetti,Japanese style beef over rice (kyudon),Zucchini salted shrimp stew,Seasoned salad with spicy bean sprout,Stir-fried jukkumi and vegetables in soy sauce,Radish kimchi cubes,S sweet potato shake,S raisin potato bowl,Steamed corn rice (30),Potato egg soup,Stir-fried tofu and vegetables in oyster sauce,empty,Radish kimchi cubes
86,Pork and cabbage over rice,Oyster mushroom soup,Seasoned young pumpkin,Pan-fried tofu and spinach,Pickled cucumber,S homestyle blueberry milk,S tofu vagetable porridge,Steamed chestnut bean rice (30),Oyster mushroom soup(clear),Steamed aubergine in sauce,Seasoned salad with oyster mushroom,Water kimchi,S rice-based beverage,S soft tofu salad (oriental dressing),Steamed pearl barley rice,Mandu (dumpling) soup,Steamed aubergine with marinade sauce,Seasoned salad with sweet potato stem in soy paste,Young radish kimchi
87,Steamed sweet rice and red bean,Zucchini salted shrimp soup or stew,Sweet potato mash with nuts,Braised pork roll with rice cake in soy sauce,Pickled beet,S cream sauce spaghetti,S raisin potato bowl,Japanese style beef over rice (kyudon),Clam curled mallow soup,Macaroni and vegetable salad (mayonnaise),Seasoned salad with spicy bean sprout,Ponytail radish kimchi,S rice punch,S banana shake,Steamed chestnut red bean sweet rice (30),Zucchini soup(clear),Seasoned salad with broccoli in soy paste,empty,Radish kimchi cubes
88,Beef and aubergine over rice,Mini-rice cake seaweed soup,Dried radish,Stir-fried zucchini and dried shrimp,Cucumber kimchi,S homestyle banana milk,S beef seaweed porridge,Steamed corn rice (30),Zucchini tofu salted shrimp soup,Seasoned oyster mushroom,empty,Water kimchi,S potato salad,S barley tea,Steamed pearl barley rice,Spring onion egg soup,Vegetable croquette,empty,Pickled cucumber
