,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
61,Beef rice ball with seaweed flakes,empty,Scrambled eggs with spinach,Apple and lotus root salad,Radish watery kimchi,S stir-fried brown rice porridge,S apple (50g),Steamed pearl barley rice,Pork back-bone stew,Spicy marinated duck,Seasoned perilla leaf,Young radish water kimchi,S half-moon rice cake,S milk (200ml),Steamed mixed-grain rice,Sweet pumpkin kimchi soup,Grilled corvina,Seasoned salad with chicory in yuzu marinade,Radish kimchi cubes
62,Steamed red bean rice,Rich soy paste soup,Steamed eggs with cheese,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi,empty,S tomato juice,Beef and aubergine over rice,Broccoli soup,Vegetable croquette,Seasoned salad with cucumber,Water kimchi,S korean melon salad,S milk (100ml),Steamed sweet rice,Short rib beef soup + glass noodles,Pan-fried cuttlefish and chive,Stir-fried zucchini and dried shrimp,Radish kimchi cubes
63,Steamed corn rice,Sweet pumpkin daikon soup,Stir-fried barbequed beef and mushroom,Seasoned salad with bean sprout,Young radish kimchi,empty,S milk with misugaru (mixed grain powder),Pork and cabbage over rice,Perilla seed vegetable soup,Steamed mandu (dumpling),Tomato tofu salad,Pickled beet,S mandarin (80g),S milk (100ml),Steamed sweet rice,Whole chicken soup,Mixed noodles with vegetables,empty,Radish kimchi cubes
64,Steamed sweet rice and red bean (40),Wild chive soup,Rolled omelette with shrimp,Salted sea lettuce,Water kimchi,S apple (50g),S yakult,Steamed sweet rice,Zucchini salted shrimp soup or stew,Stir-fried smoked duck and sweet pumpkin,Seasoned salad with spring parsley in yuzu marinade,Pickled beet,S macaroni and vegetable salad,S homestyle blueberry milk,Steamed rice,Unpressedtofu stew,Pork cutlet,Dried radish,White kimchi
65,Paprika rice ball with fried tofu,Spring onion soy paste soup,Braised ground beef and quail eggs,Seasoned salad with bokchoy and apple,Water kimchi,S korean melon salad,S yoghurt (100ml),Steamed sweet rice,Mandu (dumpling) chicken stew,Barbequed pork belly and cuttlefish (mild flavor),Seasoned salad with crown daisy and tofu,Ponytail radish kimchi,S snow white rice cake,S milk (150ml),Steamed rice,Pork back-bone stew,Stir-fried jukkumi and,Braised black beans,Radish kimchi cubes
66,Steamed sorghum rice (40),Mandu (dumpling) soup,Fried eggs,Seasoned oyster mushroom,Kohlrabi watery kimchi,S red bean porridge,empty,Steamed chestnut bean rice,Seafood soup,Pan-fried mung bean and kimchi,Stir-fried glass noodles,Sweet napa cabbage watery kimchi,S mandarin (80g),S milk (150ml),Bulgogi vegetable fried rice,Udon (white wheat noodles) soup without noodles,Boiled tofu,empty,Napa cabbage kimchi
67,Steamed corn rice,Sweet pumpkin soy paste soup,Stir-fried jukkumi and vegetables in soy sauce,Steamed aubergine in sauce,Young radish water kimchi,S banana (50g),S milk (100ml),Cream spaghetti,empty,Deep-fried potato,Cabbage salad in yuzu marinade,Pickled beet,empty,S sweet potato shake,Steamed sweet rice and red bean,Tofu shabu-shabu,Braised pork shanks,Seasoned salad with bean sprout,Radish kimchi cubes
68,Steamed sweet rice and brown rice,Young pumpkin soup(clear),Steamed eggs with spinach,Seasoned salad with shepherd's purse,Sweet napa cabbage watery kimchi,S apple (50g),S milk (200ml),Beef and aubergine over rice,Spring onion soy paste soup,Grilled fish cake + ketchup,empty,Ponytail radish kimchi,empty,S peach walnut smoothie,Steamed sweet rice,Potato soup,Braised butterfish,Stir-fried winter mushroom,Young radish kimchi
69,Steamed black rice,Shellfish soup,Braised konjac and quail eggs,Fresh kimchi winter cabbage,Radish kimchi cubes,S jujube milk soup,S apple (50g),Stir-fried rice with shrimp and garlic flakes,Tofu soup(clear),Cucumber salad,Braised mini-potato,Water kimchi,empty,S homestyle blueberry milk,Steamed chestnut bean rice,Potato zucchini soup,Grilled pork and sweet rice (soy sauce),Stir-fried garlic stem and walnut,Young radish water kimchi
70,Steamed sweet rice,Mini-ball rice cake seaweed soup,Scrambled eggs,Seasoned salad with broccoli in sesame sauce,Sweet napa cabbage watery kimchi,S boiled potato,S homestyle banana milk,Steamed sweet rice and brown rice,Tofu shabu-shabu,(low-salt) braised chicken in teriyaki sauce,Green salad,Radish kimchi cubes,S soft tofu salad (oriental dressing),S rice-based beverage,Beef and aubergine over rice,Veggie soup,Seasoned salad with korean melon and overripe cucumber,Seasoned bellflower root,Napa cabbage kimchi
71,Steamed potato rice (40),Young pumpkin soup(clear),Soy sauce-braised beef and eggs,Seasoned salad with sedum in yuzu marinade,White kimchi,S milk bread roll,S homestyle blueberry milk,Steamed corn rice,Beef mushroom stew,Braised chicken and sweet pumpkin,Seasoned winter mushroom,Water kimchi,empty,S black soybean milk (100ml),Steamed rice,Bean sprout beef stew,Braised meat ball and paprika,Seasoned salad with bokchoy and apple,Napa cabbage kimchi
72,Steamed brown rice,Potato zucchini soup,Stir-fried soft crab and paprika,Salted seaweed,Pickled beet,S blueberry (50g),S yoghurt (100ml),Steamed sweet rice and red bean,Tofu clam soup,Braised konjac and quail eggs,Wild parsnip,Kohlrabi watery kimchi,empty,S black soybean milk (200ml),Steamed pearl barley rice,(low-salt) chicken bone soup,Braised meat ball and vegetables,Seasoned salad with lettuce in yuzu marinade,Winter cabbage kimchi
73,Rice (extra),Seaweed mandu (dumpling) soup,Braised potato and fried fish paste,Seasoned cabbage,Water kimchi,S banana (100g),S milk (200ml),Bibimbap with vegetables,Zucchini salted shrimp soup or stew,Steamed beef and sweet pumpkin in soy sauce,empty,Sweet napa cabbage watery kimchi,S cheese stick,S orange juice,Steamed rice with black beans,Bean sprout soup,Braised meat ball in tomato sauce,Seasoned salad with egg plant,Young radish kimchi
74,Steamed sweet rice,Short rib beef soup + glass noodles,Egg green bean sprout salad,Seasoned salad with broccoli in sesame sauce,Radish kimchi cubes,empty,S tomato (100g),Stir-fried rice beef in oyster sauce,Mini kimchi udon (white wheat noodles),Deep-fried vegetables(potato) with corn,Apple orange salad (yoghurt dressing),Pickled beet,empty,S walnut milk,Steamed sweet rice,Tofu shabu-shabu,Braised meat ball and paprika,Stir-fried dried shrimp and zucchini,Napa cabbage kimchi
75,Beef rice ball with seaweed flakes,Carrot soup,Macaroni corn salad,empty,Water kimchi,empty,S milk (200ml),Steamed corn rice,Sujebi soup with sweet pumpkin,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi,S sweet potato salad (mayonnaise),S orange juice,Steamed sweet rice,Mild chicken stew,Grilled tofu,Dried radish,Napa cabbage kimchi
76,Steamed red bean rice,Mushroom chive soup,Stir-fried broccoli and soft crab,Seasoned salad with dried cuttlefish in vinegar marinade,Radish kimchi cubes,empty,S milk (150ml),Steamed sweet rice,Mandu (dumpling) soup,Braised chicken(breast) in teriyaki sauce,Seasoned winter mushroom,Young radish kimchi,S raisin potato bowl,S misugaru (mixed grain powder),Japanese style beef over rice (kyudon),Winter mushroom miso soup,Pan-fried vegetables with fried fish paste,Stir-fried dried shrimp and zucchini,Pickled cucumber
77,Beef rice ball with seaweed flakes,Soy paste soup,Sweet potato salad,Stir-fried baby anchovy and almond,Sweet napa cabbage watery kimchi,S tomato (200g),S walnut milk,Steamed corn rice,Short-necked clam(shell-less) soup,Steamed pork,Seasoned salad with winter celery,Water kimchi,S steamed mandu (dumpling),S orange juice,Steamed rice,Soft tofu bokchoy shrimp soup,Braised chicken wings and beef in soy sauce,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi
78,Steamed sorghum rice,Chicken green bean sprout soup,Braised burdock slices and fried fish paste,Seasoned salad with broccoli in sesame sauce,White kimchi,S strawberry jam bread,S milk (150ml),Beef and aubergine over rice,Soy paste soup,empty,Tofu salad in yuzu marinade,Napa cabbage kimchi,S macaroni and vegetable salad,S homestyle banana milk,Steamed chestnut bean rice,Soy stew,Barbequed beef in red chilli paste,Lettuce-wraps,Sweet napa cabbage watery kimchi
79,Steamed mung bean rice (40),Unpressed soup (mild flavor),Steamed eggs with broccoli,Lettuce and pear salad,Young radish kimchi,S sweet potato dango,S milk (100ml),Steamed sweet rice,Assorted fried fish paste soy paste soup,Stir-fried shrimp in cream sauce,Banana apple kiwi salad,Water kimchi,S cheese cake,S orange juice,Japanese style beef over rice (kyudon),Mini udon with fried tofu,Stir-fried three-color potato,Seasoned salad with cabbage in mayonnaise,Pickled beet
80,Steamed corn rice,Bean sprout beef stew,Eggs boiled down in soy sauce,Seasoned salad with acorn jelly and laver,White kimchi,empty,S milk with misugaru (mixed grain powder),Pork and cabbage over rice,Broccoli soup,Seasoned salad with sweet potato stem in soy paste,Daikon and pear salad,Young radish water kimchi,S kiwi (100g),S homestyle banana milk,Steamed pearl barley rice,Tofu shabu-shabu,Stir-fried tuna and paprika,Steamed aubergine in sauce,Radish kimchi cubes
81,Steamed chestnut bean rice (40),Young pumpkin soup,Eggs boiled down in soy sauce,Seasoned salad with bean sprout,Radish kimchi cubes,empty,S homestyle blueberry milk,Stir-fried rice with white kimchi,Soy paste soup,Pan-fried vegetables with lotus root,Quail egg mayonnaise salad,Pickled cucumber,empty,S omija ice cream,Steamed sweet rice,Red bean porridge,Grilled tofu in teriyaki sauce,Steamed aubergine with marinade sauce,Sweet napa cabbage watery kimchi
82,Steamed corn rice (40),Mung bean jelly soup,Fried eggs,Seasoned winter mushroom and chive,Young radish water kimchi,S seaweed porridge,S apple (35g),Curried rice with beef,Dried bonito soy paste soup,Dumpling in sweet and sour sauce,Green salad,Pickled beet,S raisin potato bowl,S homestyle blueberry milk,Steamed pearl barley rice,Beef brisket soy paste soup,Stir-fried shrimp and paprika,Seasoned bokchoy,White kimchi
83,Steamed red bean rice,Potato chive soup,Braised tofu,Seasoned salad with bean sprout,Water kimchi,S milk bread roll,S milk (200ml),Pork and cabbage over rice,Winter mushroom soup,Pan-fried mung bean and kimchi,empty,Seasoned salad with pickled daikon,empty,S orange juice,Steamed sweet rice,Crab soup(clear),Three-color rolled vegetable omelet,Salted sea lettuce,White kimchi
84,Omelette rice,Soy paste soup,Braised burdock slices and fried fish paste,Seasoned oyster mushroom,Sweet napa cabbage watery kimchi,S nuts,S milk (150ml),Steamed corn rice,Perilla seed radish soup,Roasted smoked duck with vagetable,Seasoned salad with sweet potato stem in soy paste,Napa cabbage kimchi,S mandarin (80g),S sweet potato shake,Steamed sweet rice,Kimchi fried tofu soup,Stir-fried beef tenderloin and mushroom,Seasoned herbs with aubergine,Water kimchi
85,Steamed chestnut bean rice,(no beef) glass noodles cabbage soup,Soy sauce-braised beef shank,Seasoned salad with paprika in yuzu marinade,Young radish water kimchi,S tomato (200g),S milk (100ml),Japanese style beef over rice (kyudon),Cream soup,empty,Vegetable salad (balsamic vinegar dressing),Pickled beet,empty,S peach walnut smoothie,Steamed sweet rice,Mushroom vegetable stew,Stir-fried chicken and pyogo mushroom,Seasoned salad with bean sprout,White kimchi
86,Steamed chestnut bean rice,Bean sprout soup,Braised chicken in soy sauce(breast),Stir-fried cucumber,Water kimchi,S cherry tomato (70g),S milk with misugaru (mixed grain powder),Pork and cabbage over rice,Sliced potato soup,Pan-fried vegetables with soft crab,empty,Radish kimchi cubes,S steamed sweet potato,S milk (100ml),Steamed rice with black beans,Yangsongyi mushroom soy paste soup,Soy sauce-braised beef and quail eggs,Seasoned salad with broccoli,White kimchi
87,Steamed sorghum rice,Tofu konjac soup,Quail eggs boiled down in soy sauce,Seasoned salad with paprika,Young radish water kimchi,empty,S milk with misugaru (mixed grain powder),Beef and aubergine over rice,Young pumpkin soup(clear),Pan-fried seafood and kimchi,empty,Radish watery kimchi,S honey-filled rice cake,S homestyle banana milk,Steamed sweet rice,Assorted mushroom stew,Seasoned salad with smoked duck,Macaroni corn salad,Pickled beet
88,Steamed sweet millet rice,Napa cabbage soup(clear),Steamed eggs with cheese,Parboiled broccoli (black sesame sauce),Young radish kimchi,S banana (50g),S rice punch,Steamed barley rice,Zucchini tofu salted shrimp soup or stew,Grilled halibut(fielet),Seasoned curled mallow,Napa cabbage kimchi,empty,S sweet potato shake,Steamed sweet rice and red bean,Potato seaweed soup,Roasted short rib patties(pork),Lettuce salad (kiwi dressing),Radish kimchi cubes
89,Paprika rice ball with fried tofu,Spring onion salted seaweed soup,Braised beef and sweet pumpkin,empty,Sweet napa cabbage watery kimchi,S carrot seaweed flake porridge,empty,Steamed sweet potato rice,Assorted mushroom stew,Stir-fried vegetables and neobiani,Seasoned salad with dried radish leaves in soy paste,Perilla leaf kimchi,S sweet red bean bun,S homestyle blueberry milk,Steamed rice,Napa cabbage soup with glass noodles,Braised chicken drumsticks,Green salad,Radish kimchi cubes
90,Steamed sorghum rice,Green bean sprout soup with glass noodles,Steamed eggs with cheese,Seasoned salad with sweet potato stem in soy paste,Napa cabbage kimchi,empty,S homestyle banana milk,Steamed corn rice,Mandu (dumpling) soup,Roasted smoked duck (mustard sauce),Green salad,Radish kimchi cubes,S milk bread roll,S orange juice,Bulgogi vegetable fried rice,Udon (white wheat noodles) soup without noodles,Pan-fried winter mushroom with eggs,empty,Sweet napa cabbage watery kimchi
91,Steamed sweet potato rice (40),Fried fish paste soup(clear),Steamed eggs (40g),Seasoned salad with broccoli in sesame sauce,White kimchi,S carrot porridge,S solomon's seal tea,Japanese style beef over rice (kyudon),Mini udon (white wheat noodles) with deep-fried shrimp,Tomato cheese salad,Stir-fried sweet potato stem,Radish kimchi cubes,S raisin potato bowl,S homestyle strawberry milk,Steamed chestnut rice,Sujebi soup,Pan-fried beef and maesaengyi,Seasoned salad with paprika in yuzu marinade,White kimchi
92,Steamed sweet rice and red bean,Shiitake mushroom stew,Pan-fried meat dumpling,Seasoned salad with cucumber,White kimchi,empty,S homestyle banana milk,Steamed pearl barley rice,Kimchi soup(clear),Shrimp cutlet,Green salad,Pickled beet,S cheese stick,S orange juice (sugar-free),Curried rice,Soy paste soup,Seasoned salad with aubergine,Roasted chicken drumstick,Radish kimchi cubes
93,Steamed sweet rice,Zucchini salted shrimp soup or stew,Braised chicken with perilla leaves,Seasoned salad with bean sprout,Radish watery kimchi,S steamed corn,S milk (150ml),Shrimp cream spaghetti,Soy paste soup,Potato chips,Lettuce salad,Pickled beet,S raisin potato bowl,S misugaru (mixed grain powder),Steamed red bean rice,Carrot dried pollack soup,Barbequed pork in soy sauce,Lettuce-wraps,Water kimchi
94,Steamed sweet potato rice,Egg spring onion soup,Braised tofu in ketchup,Cabbage salad (lemon dressing),Water kimchi,S nuts,S yoghurt (100ml),Steamed chestnut red bean sweet rice,Short rib beef soup(plate),Pan-fried seafood and chive,Fresh kimchi with apple and lettuce,Radish kimchi cubes,empty,S homestyle banana milk,Steamed sweet rice and red bean,Sujebi with curled mallow,Grilled pork and sweet rice (soy sauce),Seasoned salad with dried radish leaves in soy paste,White kimchi
95,Steamed sweet rice,Chard soup(clear),Braised meat dumpling in ketchup,Seasoned winter mushroom,Water kimchi,empty,S orange juice,Steamed red bean rice,Mandu (dumpling) soup,Steamed spanish mackerel and daikon,Seasoned salad with cabbage in yuzu marinade,Water kimchi,empty,S homestyle banana milk,Shrimp cream spaghetti,Soy paste soup,Mini pork cutlet,Macaroni and vegetable salad,Pickled cucumber
96,Steamed sorghum rice (40),Soup,Braised quail eggs and paprika in ketchup,Seasoned salad with spring onion and salted seaweed,White kimchi,S egg chive break,S milk (150ml),Beef and aubergine over rice,Veggie soup,Deluxe pan-fried seafood in curry,empty,Pickled beet,S sweet potato mattang (sugar-glazed deep-fried sweet potato wedge),S yakult,Steamed chestnut bean rice (40),Chicken stew,Braised halibut with soy sauce,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes
97,Steamed rice with black beans,Fish cake and radish soup,Steamed eggs with shrimp,Seasoned salad with broccoli in sesame sauce,White kimchi,S green grape (100g),S yoghurt (100ml),Steamed corn rice,Young pumpkin soup,Steamed chicken with vegetables,Pan-fried vegetables with lotus root,Napa cabbage kimchi,S paprika stick,S homestyle banana milk,Curried rice with beef,Dried bonito soy paste soup,Braised mini-potato,Tomato cheese mash,Radish kimchi cubes
