,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
61,Steamed red bean rice (30),Tofu zucchini soup,Stir-fried tofu and vegetables in oyster sauce,Steamed aubergine with marinade sauce,Water kimchi,S banana (50g),S yoghurt (100ml),Shrimp rice ball,Sweet pumpkin soy paste soup,Chicken skewers,Seasoned salad with paprika in yuzu marinade,Pickled beet,S steamed potato,S milk (100ml),Steamed sweet rice,Maesaengyi mussel soup,Braised pork roll with rice cake and paprika,Seasoned salad with bean sprout,Young radish water kimchi
62,Steamed brown rice,Kimchi soup(clear),Stir-fried soft crab and paprika,Seasoned cabbage in soy paste,Young radish water kimchi,S bread with chestnut,S homestyle banana milk,Stir-fried rice with seafood,Spring onion soy paste soup,Braised konjac and quail eggs,Seasoned salad with brown kelp slices,Pickled beet,S sweet red bean bun,S yoghurt (100ml),Steamed sweet rice,Freshwater snail soy paste soup (freshwater snail soup),Grilled beef and sweet rice,Stir-fried dried shrimp,Winter cabbage kimchi
63,Steamed sorghum rice,Short rib beef soup + glass noodles,Braised spanish mackerel in teriyaki sauce,Cabbage salad (sesame dressing),Young radish water kimchi,empty,S milk (150ml),Stir-fried rice with tofu and bacon,Bokchoy soup,Pan-fried potato and chive,Fresh kimchi with chicory,Water kimchi,S sweet red bean bun,S half-moon rice cake,Steamed mixed-grain rice,Kimchi soup,Steamed beef with rice cake,Oi-sobagi,Radish watery kimchi
64,Steamed sorghum rice (30),Old pumpkin soup,Stir-fried potato and fried fish paste,Seasoned salad with sea lettuce,Pickled beet,S carrot stick,S yoghurt (100ml),Curried rice with pork,Curled mallow soy paste stew,Pan-fried mushroom,Vegetable corn salad,Radish kimchi cubes,S banana pancake,S milk (100ml),Rice with beans,Veggie soup,Shrimp cutlet + tartar sauce,Seasoned salad with broccoli in black sesame sauce,Ponytail radish kimchi
65,Steamed sorghum rice (30),Mandu (dumpling) soup,Steamed eggs with broccoli,Seasoned oyster mushroom,White kimchi,S banana (50g),empty,Rice with beans,Mushroom shabu-shabu,Fish cutlet + tartar sauce,Cabbage salad (lemon dressing),Radish kimchi cubes,S steamed potato,S homestyle blueberry milk,Rice (extra),Saesongyi mushroom soup,Ketchup-braised sausage,Stir-fried zucchini and dried shrimp,Ponytail radish kimchi
66,Steamed red bean rice (30),Zucchini soup(clear),Braised shrimp and lotus root,Stir-fried seaweed stem,Napa cabbage kimchi,S milk (100ml),empty,Beef vegetable fried rice,Oyster mushroom soup,Pan-fried corn(canned) and vegetables,empty,Radish kimchi cubes,S grilled sweet potato,S homestyle banana milk,Steamed sorghum rice,Curled mallow soup(clear),Stir-fried pork belly and kimchi,Daikon and pear salad,Radish kimchi cubes
67,Steamed chestnut bean rice,Mini-rice cake seaweed soup,Braised tofu in ketchup,Seasoned salad with thred konjac and vegetables,Pickled beet,S red bean porridge,S milk (100ml),Beef and aubergine over rice,Dried bonito soy paste soup,Roasted chicken(meat only) in teriyaki sauce,Lotus root and black sesame salad,Radish kimchi cubes,S cheese,S tomato juice,Steamed rice,Shiitake mushroom stew,Barbequed beef,Stir-fried zucchini,Water kimchi
68,Steamed sweet rice (add),Brown kelp and potato soup,Braised chicken(breast) in teriyaki sauce,Seasoned sweet napa cabbage,Kohlrabi watery kimchi,S homestyle blueberry milk,empty,Stir-fried rice with beef and paprika,Oyster mushroom soup,Barbequed beef and mini-ball rice cake,empty,Pickled cucumber,S raisin potato bowl,S milk (200ml),Steamed red bean rice,Tofu shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Seasoned curled mallow,Sweet radish kimchi
69,Steamed sweet potato rice (30),Little neck clam and unpressed tofu soup,Braised mushroom and zucchini,Seasoned salad with broccoli in sesame sauce,Napa cabbage kimchi,S banana (100g),empty,Deluxe rice with pyogo mushroom and chwinamul,Perilla seed seaweed soup,Braised pork in soy sauce,empty,Napa cabbage kimchi,S snow white rice cake,S sweet pumpkin rice punch,Steamed sorghum rice (30),Mugwort soup,Rolled omelette with vegetables,Fresh kimchi with spring parsley and pear,Radish kimchi cubes
70,Steamed sorghum rice (30),Potato soup,Braised konjac and quail eggs in soy sauce,Seasoned oyster mushroom,Sweet radish kimchi,S sweet potato mattang (sugar-glazed deep-fried sweet potato wedge),S milk (100ml),Steamed chestnut red bean sweet rice,Dried shrimp daikon soup,Steamed pork rib,empty,Radish kimchi cubes,S tomato tofu salad,S yuzu tea,Steamed chestnut red bean sweet rice,Pork back-bone stew,Braised korean kebab in soy sauce,Stir-fried summer radish,Cucumber kimchi
71,Steamed sweet rice,Zucchini salted shrimp soup,Stir-fried beef and sweet pepper,Braised potato with cheese,Water kimchi,S bread with chestnut,S milk (100ml),Stir-fried chicken breast and rice in oyster sauce,Mini udon with fried tofu,Deep-fried vegetables(potato) with corn,Apple salad (mayonnaise),Radish watery kimchi,empty,S homestyle banana milk,Steamed red bean rice,Spicy seafood noodle soup(clear),(low salt and sugar) steamed pork rib,Fresh kimchi with spring parsley and pear,Radish kimchi cubes
72,Steamed corn rice (30),Potato zucchini soup,Rolled omelet with tuna,empty,Cucumber kimchi,S soft crab porridge,empty,Flat-gimbap (rice roll) with lean meat,Dried winter cabbage soup,Stir-fried udon (white wheat noodles) with seafood and green bean sprout,empty,Radish watery kimchi,S sweet potato mattang (sugar-glazed deep-fried sweet potato wedge),S homestyle strawberry milk,Steamed pearl barley rice,Beef bone-broth green onion soup,Braised spanish mackerel(fielet) and daikon,Seasoned oyster mushroom,Sweet napa cabbage watery kimchi
73,Steamed corn rice,Young pumpkin soup,Stir-fried carrot and fried fish paste,Seasoned salad with winter cabbage,Water kimchi,S cheese,empty,Bibimbap with summer radish,Soup,Unpressed tofu + marinade sauce,Steamed aubergine in sauce,Water kimchi,S apple (50g),S milk with misugaru (mixed grain powder),Steamed sweet rice,Mini-ball rice cake seaweed soup,Grilled pork and sweet rice (soy sauce),Stir-fried summer radish,Radish kimchi cubes
74,Steamed chestnut bean rice (30),Oyster mushroom soup,Pan-fried vegetables with crushed tofu,Stir-fried dried shrimp and zucchini,Radish kimchi cubes,S cheese,empty,Pork and cabbage over rice,Skewered fish cake soup,Steamed aubergine in sauce,empty,Young radish water kimchi,S cream sauce spaghetti,S green plum juice,Steamed red bean rice (30),Bean sprout soup,Braised pork roll with rice cake in soy sauce,Seasoned salad with sweet napa cabbage in soy paste,Pickled beet
75,Barbequed beef rice ball,Beef bone-broth green onion soup,Stir-fried chicken and broccoli,Tomato mash,Cucumber kimchi,S melon (50g),S rice punch,Steamed chestnut bean rice,Chicken stew,Barbequed pork belly and cuttlefish (mild flavor),Seasoned bellflower root,Napa cabbage kimchi,empty,S milk with misugaru (mixed grain powder),Curried rice with chicken and potato + marinade sauce,Young pumpkin soup,Pan-fried mushroom,Seasoned salad with dried cuttlefish and dried radish,Pickled beet
76,Steamed chestnut bean rice,Oyster mushroom soup,Braised potato and fried fish cake,Seasoned salad with sweet potato stem in soy paste,White kimchi,S apple (50g),S milk with misugaru (mixed grain powder),Beef and aubergine over rice,Fried tofu spring onion  soup,Vegetable croquette,Seasoned young pumpkin,Young radish water kimchi,S snow white rice cake,S sweet potato shake,Steamed pearl barley rice,Mushroom stew in soy sauce,Grilled smoked duck,Lettuce salad (kiwi dressing),White kimchi
77,Steamed chestnut bean rice (30),Oyster mushroom soup,Stir-fried sweet pepper and fried fish paste,Steamed aubergine with marinade sauce,Water kimchi,S homestyle strawberry milk,empty,Pork and cabbage over rice,Winter mushroom soup,Pan-fried spring cabbage with buckwheat flour,empty,Radish kimchi cubes,S raisin potato bowl,S mango juice,Steamed pearl barley rice,Tofu shabu-shabu,Barbequed pork in soy sauce,Seasoned salad with sea lettuce,Ponytail radish kimchi
78,Rice with beans,Mugwort meat dumpling soup,Stir-fried chicken in soy sauce without bones,Seasoned curled mallow,Green onion kimchi,S strawberry (100g),S milk (100ml),Veggie rice ball,Brown kelp and potato soup,Stir-fried baby anchovy and almond,Pan-fried mung bean,Pickled korean style daikon,S korean melon salad,S yakult,Steamed rice,Sweet rice dough soup,Braised chicken in curry(meat only),Seasoned mushroom,Young radish kimchi
79,Steamed sorghum rice (30),Assorted mushroom stew,Barbequed beef,Stir-fried potato(shredded),Napa cabbage kimchi,S milk with misugaru (mixed grain powder),empty,Beef and aubergine over rice,Brown kelp and potato soup,Sweet potato mattang with black sesame,empty,Radish kimchi cubes,S black sesame rice cake,S milk (100ml),Steamed corn rice,Assorted mushroom stew,Pan-fried beef and maesaengyi,Bean sprout and mung bean jelly salad,Napa cabbage kimchi
80,Steamed rice (30),Mini-ball rice cake seaweed soup,Braised tofu in soy sauce,Seasoned oyster mushroom,Napa cabbage kimchi,empty,S milk (150ml),Curried rice with chicken and potato + marinade sauce,Young pumpkin soup(clear),Cabbage salad (thousand island dressing),Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes,S orange (50g),empty,Steamed sweet rice and red bean,Mandu (dumpling) soup,Stir-fried chicken in soy sauce without bones,Seasoned salad with cucumber,Napa cabbage kimchi
81,Steamed sweet rice and brown rice,Clam sea lettuce soup,Grilled tofu,Deluxe seasoned salad,Napa cabbage kimchi,S orange (50g),empty,Japanese style beef over rice (kyudon),Kimchi tofu soup,Pork nuggets + sauce,Steamed potato,Young radish water kimchi,S honey-filled fried pancake,S orange juice,Steamed corn rice,Assorted mushroom soup,Braised spicy chicken without bones,Seasoned salad with spring parsley,Napa cabbage kimchi
82,Rice (extra),Sweet pumpkin soy paste soup,Braised konjac and quail eggs,Seasoned salad with paprika in vinegar marinade,Radish kimchi cubes,S banana apple kiwi salad,empty,Stir-fried rice with chicken and vegetables,Kimchi soup(clear),Sausage rice cake skewers,empty,Radish kimchi cubes,S banana (50g),S milk with misugaru (mixed grain powder),Steamed chestnut bean rice (40),Crab soup,Pan-fried tofu and vegetables,Seasoned salad with broccoli and sesame,Napa cabbage kimchi
83,Steamed red bean rice (30),Potato seaweed soup,Stir-fried dried shrimp,Steamed aubergine in sauce,Radish kimchi cubes,S banana apple kiwi salad,empty,Pork and cabbage over rice,Carrot soup,Seasoned salad with lotus root in black sesame sauce,empty,Young radish kimchi,S injeolmi (rice cake coated with bean powder),S homestyle banana milk,Steamed pearl barley rice,Mild sausage stew,Black soy tteokbokki (stir-fried rice cake),Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi
84,Steamed chestnut red bean sweet rice,Zucchini salted shrimp stew,Stir-fried tofu and vegetables in oyster sauce,Seasoned salad with bean sprout,Napa cabbage kimchi,S sesame milk soup,S solomon's seal tea,Choongmoo gimbap (rice roll) + side dishes,Bean powder dried radish leaves soup,Stir-fried potato(shredded),empty,Radish kimchi cubes,S sesame milk soup,S homestyle banana milk,Steamed sweet rice,Mung bean jelly soup,Braised beef and tomato,Seasoned bokchoy,Radish kimchi cubes
85,Steamed red bean rice,Beef mushroom soup,Ketchup-braised chicken drumsticks,Seasoned green bean sprout and carrot,Radish kimchi cubes,empty,S milk with misugaru (mixed grain powder),Stir-fried rice with flying fish roe and kimchi,Winter mushroom miso paste soup,Rolled omelette with salted seaweed,Macaroni and vegetable salad (tomato sauce),Pickled beet,S sweet red bean bun,S misugaru (mixed grain powder),Steamed chestnut bean rice,Assorted mushroom stew,Braised spanish mackerel in soy sauce,Seasoned salad with paprika in soy red chilli paste,Cucumber kimchi
86,Steamed red bean rice (30),Potato seaweed soup,Fried eggs,Stir-fried zucchini and dried shrimp,Water kimchi,S banana apple kiwi salad,empty,Omelette rice,Spring onion salted seaweed soup,Bacon roll with vegetables,empty,Pickled beet,S seed-filled fried pancake,S milk (100ml),Steamed sweet rice and red bean,Mandu (dumpling) soup,Stir-fried chicken in oyster sauce,Seasoned winter mushroom and chive,Radish kimchi cubes
87,Steamed red bean rice (30),Young pumpkin soup(clear),Braised meat ball and paprika,Seasoned winter mushroom,Young radish water kimchi,S yoghurt (100ml),empty,Japanese style beef over rice (kyudon),Mandu (dumpling) soup,Stir-fried jukkumi and vegetables in soy sauce,empty,Pickled beet,S fried mandu (dumpling),S rice punch,Steamed chestnut bean rice,Little neck clam soy paste soup,Stir-fried tofu and glass noodles,Braised burdock slices and konjac,Cucumber kimchi
88,Steamed sorghum rice (30),Assorted mushroom stew,Pan-fried dried shrimp and curled mallow,Braised burdock slices and konjac,Sweet radish kimchi,S banana (50g),empty,Beef and aubergine over rice,Clear cabbage soup,Lettuce salad (balsamic vinegar dressing),empty,Ponytail radish kimchi,S egg toast,S homestyle blueberry milk,Steamed corn rice,Pumpkin noodle soup,Braised spanish mackerel and sweet pumpkin,Seasoned napa cabbage,Young radish water kimchi
89,Steamed sorghum rice (30),Shiitake mushroom stew,Braised daikon and fried fish paste,Seasoned salad with cucumber and apple,Pickled beet,S kiwi (50g),empty,Beef and aubergine over rice,Mini-udon (white wheat noodles),Deep fried vegetables (potato),Seasoned salad with kohlrabi and apple,Water kimchi,S snow white rice cake,S homestyle blueberry milk,Steamed sweet rice,Mandu (dumpling) soup,Pan-fried seafood and chive,Lettuce salad in yuzu marinade,Radish kimchi cubes
90,Steamed corn rice (30),Dried radish leaf soy paste soup,Braised chicken(breast) in teriyaki sauce,Seasoned carrot and green bean sprout,Napa cabbage kimchi,S orange (50g),empty,Beef rice ball with seaweed flakes,Mini-udon (white wheat noodles),Seasoned salad with cuttlefish and pickled daikon,empty,Napa cabbage kimchi,S steamed sweet potato,S milk (100ml),Steamed sweet rice,Pork back-bone stew,Pan-fried tuna and paprika,Seasoned salad with bean sprout,Napa cabbage kimchi
91,Steamed sweet rice (add),Sakhalin surf-clam soup,Grilled halibut(fielet),Seasoned salad with sweet potato stem in soy paste,Napa cabbage kimchi,S banana (50g),empty,Anchovy rice ball,Mini-udon (white wheat noodles),Soft crab croquette,empty,Radish kimchi cubes,S steamed potato,S rice punch,Steamed sorghum rice (30),Dried shrimp bean sprout soup,Braised meat ball and paprika,Seasoned perilla leaf(sprouts),Napa cabbage kimchi
92,Steamed corn rice (30),Seaweed mandu (dumpling) soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned oyster mushroom,Water kimchi,S milk (100ml),empty,Beef and aubergine over rice,Zucchini salted shrimp stew,Fried fish paste with seasoning,empty,Pickled beet,S cream tteokbokki (stir-fried rice cake),S orange juice,Steamed sweet rice,Pork back-bone stew,Stir-fried sausage and sweet pepper,Seasoned salad with bean sprout,Water kimchi
93,Steamed sweet rice,Tofu miso soup,Rolled omelette,Seasoned spinach,Napa cabbage kimchi,S kiwi (50g),S milk (200ml),Steamed red bean rice,Potato soup,Braised pork rib with soy sauce,Seasoned salad with broccoli in sesame sauce,Young radish kimchi,S grape (100g),empty,Steamed rice,Little neck clam soup,Grilled beef and sweet rice,Macaroni and vegetable salad (mayonnaise),Sweet radish kimchi
94,Steamed chestnut bean rice (40),Sliced potato soup,Braised konjac and quail eggs,Stir-fried cucumber,Young radish kimchi,S sweet red bean porridge,empty,Pork kimchi bibimbap,Bean sprout soup,Pan-fried corn and soft crab,empty,Pickled beet,S blueberry (50g),S milk with misugaru (mixed grain powder),Steamed sweet rice,Pollack soup,Stir-fried chicken tenderloin and apple,Fresh kimchi winter cabbage,Pickled beet
95,Steamed red bean rice,Bean sprout soup,Soft tofu + marinade sauce,Seasoned salad with perilla leaves in vinegar marinade,Napa cabbage kimchi,S cheese,S milk (100ml),Steamed sweet rice (add),Frozen and dried pollack seaweed soup,Braised meat ball and paprika,Seasoned oyster mushroom,Radish kimchi cubes,S banana apple kiwi salad,empty,Beef and aubergine over rice,Udon (white wheat noodles) soup without noodles,Chicken nuggets + mustard sauce,Macaroni salad,Radish kimchi cubes
96,Steamed red bean rice,Mini-ball rice cake seaweed soup,Steamed eggs (30g),Seasoned oyster mushroom,Water kimchi,S milk with misugaru (mixed grain powder),S homestyle strawberry milk,Steamed sweet rice,Zucchini tofu salted shrimp soup,Braised chicken(breast) in teriyaki sauce,Seasoned three-color herbs,Napa cabbage kimchi,S milk with misugaru (mixed grain powder),S milk with misugaru (mixed grain powder),Japanese style beef over rice (kyudon),Oyster mushroom soup(clear),Apple salad (mayonnaise),empty,Radish kimchi cubes
